SNO,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat,target
6502,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6506,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6507,f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6513,f,y,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6514,x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6517,x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6520,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6525,f,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6529,f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6530,x,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6536,x,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6537,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6540,f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6543,f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6548,f,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6552,f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6553,f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6559,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,v,l,e
6560,x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6563,f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6566,f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6571,x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6575,k,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6576,x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6582,f,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6583,f,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6586,f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6589,f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6594,x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6598,f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
6599,f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6605,f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6606,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6609,k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6612,x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
6617,f,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
6621,f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6622,x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6628,x,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6629,x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6632,f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6635,x,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6640,x,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6644,f,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6645,x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6651,x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6652,f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6655,f,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6658,x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6663,k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6667,x,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
6668,x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6674,x,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6675,f,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
6678,f,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6681,f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6686,x,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6690,x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
6691,x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6697,f,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
6698,f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6701,f,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6704,f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6709,f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6713,f,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
6714,x,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6720,x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6721,f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6724,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6727,x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6732,x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
6736,x,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6737,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
6743,x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6744,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6747,f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
6750,x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
6755,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
6759,x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6760,f,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6766,x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6767,f,y,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6770,f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6773,f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6778,x,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
6782,f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6783,x,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6789,f,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6790,f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6793,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6796,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6801,f,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6805,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6806,f,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
6812,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6813,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
6816,f,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6819,k,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6824,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
6828,x,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e
6829,k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6835,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6836,f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
6839,x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6842,f,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
6847,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
6851,x,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6852,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,p
6858,f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6859,k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,p
6862,f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6865,f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6870,x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6874,x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6875,x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6881,f,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6882,f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
6885,k,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
6888,k,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
6893,x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6897,x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,p
6898,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
6904,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6905,x,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e
6908,x,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e
6911,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,o,c,l,e
6916,k,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
6920,f,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
6921,k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e
6927,f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
6928,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,c,l,e
6931,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
6934,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6939,b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
6943,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6944,k,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6950,k,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6951,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
6954,k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,p
6957,k,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6962,k,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
6966,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
6967,k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
6973,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6974,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
6977,f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
6980,f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6985,b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,e
6989,f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
6990,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,n,c,l,e
6996,f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
6997,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7000,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,v,l,e
7003,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
7008,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7012,b,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7013,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7019,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7020,x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7023,f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
7026,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e
7031,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
7035,k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7036,x,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7042,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,n,v,l,e
7043,k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
7046,f,y,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7049,f,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7054,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7058,k,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7059,f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7065,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7066,x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7069,k,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7072,k,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
7077,x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
7081,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
7082,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
7088,k,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
7089,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
7092,f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7095,k,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7100,k,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7104,b,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
7105,k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7111,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7112,k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7115,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7118,f,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7123,x,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7127,k,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,p
7128,f,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7134,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,e
7135,k,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7138,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7141,k,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,p
7146,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7150,f,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7151,f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7157,k,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7158,x,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7161,f,s,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7164,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7169,f,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7173,x,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7174,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,e
7180,k,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7181,k,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7184,b,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7187,k,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7192,f,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
7196,k,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,e
7197,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7203,b,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7204,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
7207,k,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
7210,x,s,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
7215,k,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,p
7219,k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7220,k,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,p
7226,k,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7227,x,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7230,k,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7233,f,y,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
7238,k,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
7242,f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7243,k,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7249,k,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,p
7250,k,y,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,p
7253,k,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
7256,k,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7261,x,s,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7265,k,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,p
7266,f,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7272,k,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7273,k,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7276,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
7279,b,s,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7284,k,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
7288,k,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,p
7289,k,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
7295,f,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
7296,k,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,e
7299,k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
7302,k,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
7307,f,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,o,c,l,e
7311,k,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
7312,x,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7318,k,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7319,k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7322,k,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
7325,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
7330,b,s,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7334,k,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
7335,b,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e
7341,x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,p
7342,k,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,p
7345,k,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7348,f,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
7353,k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,e
7357,f,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,p
7358,k,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,p
7364,k,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7365,k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,p
7368,f,y,y,f,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l,e
7371,x,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e
7376,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,e
7380,f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
7381,k,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7387,k,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,p
7388,k,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,p
7391,b,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7394,k,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
7399,b,s,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7403,x,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
7404,k,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7410,k,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,p
7411,k,s,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
7414,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l,e
7417,x,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e
7422,k,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,p
7426,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,e
